WL,PD,MoV,SoS,SRS,OSRS,DSRS,Rnktmosns,Yds,Ply,YP,TO,FL,FirstD,Cmp,Att,RnYds,TD,Int,NYAs,FrstDPerPass,RushAtt,RushYdsGnd,RuhingShutD,RshYdspAt,Fstdns,Penalties,Yards,FirstDownsP,Sc,Tos,EXPByOffense,RankByPassingoffense,PassesCompleted,PassesAttempted,PercentageOfPassesCompleted,YdsgainedByPassing,Tds,TDPercentage,Interceptionsthrown,InterceptionsThrownedPercentage,LngstCompletedPassthrown,YardsgainedByPassAttempt,Adugestedyardagained,YardsGainedPerpassCompletion,YardsgainedperPlayedGame,Rating,Timessacked,YdsLostDueToSacks,NYPerPassattempt,AdjustedNYA,SkPercentage,FourQC,GWDByQuarterBacks,ExpectedPointsContributedByPassingOffense,RkByRushingOffense,AttemptsRushing,YdsgainedRushing,TdsRsh,LngstRshAtt,YARsh,YdaPG,Fmbles,EXPPByRshoffense,RkByKickPuntReturns,Rets,PuntsReturnYardage,PuntsreturnedPreTD,LngstPuntRet,YdsgainedPerPuntReturs,KickOffReturns,YardageForKickoffReturns,KickOffReturnsForTD,LngstKickOffReturn,YperRT,AllPurposeYards,RkByKickingPunting,FGAtwenties,FGMtwenties,FGAthirties,FGMthirties,FGAfourties,FGMfourties,FGAfifryplus,FGMfiftyplus,FGAtot,FGMtot,XPAttempted,XPMade,PntTimes,TotPuntYardage,LngstPnt,Blcks,YperPunts,RnkByScoringOffense,RshTD,RecTD,AllTD,TwoPA,XpointsMade,XpointsAttempted,TotalFGM,TotalFGA,Sfty,PtsByAllMeans,PtsPerG,RkByDrives,NumberofDrives,PlaysInDrive,ScPercntge,PercenntageOfDrivesEndingInOffensiveTurnover,AvgPlays,NtsYdsPD,AvgPtsScored,TD1,TD2,TD3,TD4,TD5,TD6,TD7,TD8,TD9,TD10,TD11,TD12,TD13,TD14,TD15,TD16,TD17,TD18,TD19,TD20,TD21,TD22,TD23,TD24,TD25,TD26,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,PD11,PD12,PD13,PD14,PD15,PD16,PD17,PD18,PD19,PD20,RDA,RDB,RDC,RDD,RDE,RDF,RDG,PKA,PKB,PKC,PKD,PKE,PKF,PKG,PKH,PKI,KPA,KPB,KPC,KPD,KPF,KPG,SDA,SDB,SDC,SDD,SDE,SDF,ADG,SDH,ADI,DAA,DAB,DAC,DAD,DAE,DAF,DAG,DAH
0.313,-66,-4.1,-1.2,-5.3,-4.6,-0.7,24,5028,998,5,26,8,279,328,566,3435,16,18,5.7,185,396,1593,12,4,71,113,1005,23,29.8,12,-63.47,19,328,566,58,3435,16,2.8,18,3.2,71,6.5,5.6,11.2,214.7,73.5,36,233,5.7,4.9,6,1,1,-33.56,24,396,1593,12,35,4,99.6,22,-20.42,5,41,606,1,93,14.8,50,1269,0,74,25.4,7154,14,9,8,9,8,6,6,7,7,31,29,29,29,90,3766,58,0,41.8,24,12,16,31,1,29,29,29,31,0,302,18.9,10,191,1029,29.8,12,5.4,26.2,1.48,19,368,5821,1095,5.3,29,12,345,378,600,3923,27,17,6.1,203,457,1898,14,4.2,104,120,1008,38,30.7,14.6,-33.76,25,378,600,63,3923,27,4.5,17,2.8,6.9,6.6,11,245.2,86.6,38,233,6.1,5.8,6,-76.19,19,457,1898,14,4.2,118.6,33.52,28,34,343,1,10.1,43,853,0,19.8,19,24,20,42,42,88,9,14,27,42,42,20,24,368,23,30,199,1119,30.7,14.6,5.6,29.3,1.74
0.5,-24,-1.5,1.8,0.3,1.4,-1.2,15,5994,1049,5.7,29,10,338,434,658,4729,29,19,6.8,237,355,1265,8,3.6,76,117,853,25,36.7,15,67.75,3,434,658,66,4729,29,4.4,19,2.9,85,7.6,7.2,11.5,295.6,91.3,36,263,6.8,6.4,5.2,5,5,129.09,31,355,1265,8,48,3.6,79.1,20,-45.66,27,34,420,1,78,12.4,36,741,0,44,20.6,7462,29,5,5,13,13,7,7,5,3,31,29,37,37,69,3039,64,1,44,15,8,29,41,4,37,37,29,31,0,376,23.5,25,180,1080,36.7,15,6,33.2,1.92,24,400,5687,986,5.8,16,9,317,320,511,3684,22,7,6.8,195,441,2003,17,4.5,92,89,726,30,38.9,8,-94.29,19,320,511,62.6,3684,22,4.3,7,1.4,7.6,7.9,12.2,230.3,94.7,34,211,6.8,7,6.2,-121.34,22,441,2003,17,4.5,125.2,12.02,6,29,279,1,9.6,50,1102,1,22,4,33,29,44,43,74,18,17,22,43,44,29,33,400,25,3,175,1019,38.9,8,5.8,32.6,2.06
0.813,192,12,-1.9,10.1,6.3,3.8,2,6366,1090,5.8,25,14,380,402,588,4534,37,11,7.4,232,481,1832,12,3.8,112,100,805,36,39.9,12.2,135.85,5,402,588,68.4,4534,37,6.3,11,1.9,71,7.9,8.4,11.6,283.4,105.3,21,137,7.4,7.8,3.4,3,3,197.32,16,481,1832,12,31,3.8,114.5,22,-59.03,16,49,445,1,76,9.1,28,646,1,105,23.1,7671,8,7,7,11,10,9,5,4,3,32,26,55,55,67,3099,67,0,46.3,2,12,37,57,2,55,55,26,32,2,481,30.1,13,188,1122,39.9,12.2,6,33.9,2.24,4,289,4652,1015,4.6,24,8,287,321,559,3194,25,16,5.2,183,404,1458,5,3.6,73,123,951,31,26.9,11.9,91.32,3,321,559,57.4,3194,25,4.5,16,2.9,6.4,6,11.1,199.6,79.4,52,364,5.2,4.9,8.5,31.07,3,404,1458,5,3.6,91.1,45.6,17,33,197,0,6,34,751,0,22.1,25,25,22,29,29,94,31,5,25,29,29,22,25,289,18.1,27,193,1040,26.9,11.9,5.4,24.1,1.43
0.25,-65,-4.1,1.8,-2.3,2.1,-4.4,17,6540,1160,5.6,33,16,382,445,740,4927,22,17,6.4,272,391,1613,17,4.1,84,103,944,26,36,15.2,40.5,2,445,740,60.1,4927,22,3,17,2.3,57,6.9,6.5,11.5,307.9,81.5,29,212,6.4,6,3.8,3,3,77.79,23,391,1613,17,67,4.1,100.8,24,-34.12,28,35,302,0,48,8.6,34,681,0,40,20,7728,13,3,3,10,10,19,16,3,2,36,32,38,38,76,3149,58,0,41.4,17,17,22,39,1,38,38,32,36,1,372,23.3,3,197,1196,36,15.2,6.1,33.2,1.87,27,437,5458,998,5.5,17,6,305,346,544,3569,26,11,6.2,167,420,1889,13,4.5,107,93,789,31,36.8,8.4,-78.91,14,346,544,63.6,3569,26,4.8,11,2,7,7,11,223.1,91.7,34,237,6.2,6.2,5.9,-90.21,16,420,1889,13,4.5,118.1,12.64,5,33,328,2,9.9,52,1213,2,23.3,21,41,31,46,46,79,16,13,26,46,46,31,41,437,27.3,19,190,1039,36.8,8.4,5.5,28.5,1.93
0.688,97,6.1,1.2,7.3,4.9,2.4,5,5751,1042,5.5,16,8,341,374,558,4049,40,8,6.6,213,433,1702,9,3.9,85,103,923,43,37.6,8.1,149.37,9,374,558,67,4049,40,7.2,8,1.4,73,7.8,8.6,11.6,253.1,108.3,51,293,6.6,7.4,8.4,2,3,176.46,20,433,1702,9,41,3.9,106.4,16,-28.93,15,36,395,1,75,11,43,1074,0,46,25,7553,7,5,5,7,5,12,9,9,2,33,21,50,50,71,3043,65,1,42.9,5,9,40,53,3,50,50,21,33,0,433,27.1,18,186,1075,37.6,8.1,5.8,30.9,2.18,11,336,5388,1033,5.2,23,5,308,313,568,3492,24,18,5.7,191,418,1896,12,4.5,83,123,1055,34,33.2,11.8,-34.23,11,313,568,55.1,3492,24,4.2,18,3.2,6.7,6.1,12.1,218.3,76.8,47,309,5.7,5.1,7.6,-20.6,17,418,1896,12,4.5,118.5,-27.08,18,24,179,0,7.5,51,1193,0,23.4,26,30,26,34,34,75,28,12,24,34,34,26,30,336,21,17,187,1063,33.2,11.8,5.7,28.8,1.76
0.75,85,5.3,-1.8,3.5,1.8,1.7,8,5953,1090,5.5,17,4,341,354,554,3830,22,13,6.6,205,508,2123,19,4.2,114,108,873,22,35.6,8.4,84,11,354,554,63.9,3830,22,4,13,2.3,60,7.3,7,11.4,239.4,89.2,28,216,6.6,6.3,4.8,2,2,121,8,508,2123,19,81,4.2,132.7,12,-29.02,13,38,414,0,71,10.9,44,953,0,54,21.7,7574,1,8,8,11,11,9,7,9,4,38,31,45,45,88,4150,66,0,47.2,8,19,22,46,0,45,45,31,38,1,416,26,2,202,1128,35.6,8.4,5.6,29.5,1.88,10,331,5172,1015,5.1,29,14,292,308,581,3612,29,15,5.8,167,390,1560,5,4,94,90,863,31,28,14.5,53.85,16,308,581,53,3612,29,5,15,2.6,6.7,6.5,12.6,225.8,80,44,269,5.8,5.6,7,4.33,7,390,1560,5,4,97.5,45.18,20,48,483,1,10.1,62,1595,2,25.7,32,24,21,38,38,92,25,5,29,38,38,21,24,331,20.7,31,200,1039,28,14.5,5.2,26,1.54
0.688,-30,-1.9,-2.8,-4.7,-1.9,-2.8,18,5799,1109,5.2,27,9,360,339,628,4128,23,18,6.2,208,440,1671,11,3.8,110,94,801,42,33.3,13.9,70.29,7,339,628,54,4128,23,3.7,18,2.9,70,7,6.4,12.9,258,76.4,41,246,6.2,5.6,6.1,4,7,64.2,22,440,1671,11,26,3.8,104.4,21,5.52,25,28,312,1,75,11.1,43,957,1,101,22.3,7315,19,8,8,7,4,10,9,7,4,33,26,37,37,74,3500,64,1,47.3,18,11,23,40,2,37,37,26,33,0,357,22.3,26,180,1142,33.3,13.9,6.3,32.2,1.76,21,387,5988,995,6,15,3,325,334,535,3788,23,12,6.7,190,428,2200,14,5.1,102,128,1208,33,38.3,8.3,-111.63,21,334,535,62.4,3788,23,4.3,12,2.2,7.4,7.3,11.9,236.8,90.1,32,189,6.7,6.5,5.6,-115.08,29,428,2200,14,5.1,137.5,-9.75,7,32,375,1,11.7,34,841,0,24.7,14,41,32,39,39,71,15,14,23,39,39,32,41,387,24.2,6,180,1036,38.3,8.3,5.8,33.3,1.97
0.125,-189,-11.8,-1.1,-13,-8.1,-4.9,30,4788,994,4.8,26,9,269,328,586,3419,20,17,5.4,157,358,1369,5,3.8,76,101,955,36,25.5,12.8,-121.17,21,328,586,56,3419,20,3.4,17,2.9,81,6.4,5.8,11.4,213.7,74.7,50,327,5.4,4.8,7.9,1,1,-79.92,30,358,1369,5,59,3.8,85.6,20,-30.19,9,34,248,0,28,7.3,53,1114,0,38,21,6475,28,4,4,8,8,13,11,2,1,28,25,19,18,92,4353,73,1,47.3,30,5,20,26,7,18,19,25,28,0,255,15.9,4,196,1022,25.5,12.8,5.2,24.4,1.28,29,444,6088,1100,5.5,23,11,364,341,535,3832,21,12,6.9,194,545,2256,19,4.1,133,101,820,37,39.8,11,-117.47,22,341,535,63.7,3832,21,3.9,12,2.2,7.4,7.2,11.6,239.5,89.8,20,128,6.9,6.7,3.6,-112.85,30,545,2256,19,4.1,141,-9.45,24,40,495,2,12.4,39,1009,0,25.9,6,43,36,46,46,68,3,19,21,46,46,36,43,444,27.8,21,191,1143,39.8,11,6,31.9,2.03
0.125,-214,-13.4,-0.6,-14,-10.3,-3.7,32,5108,1015,5,37,17,286,273,475,2713,8,20,5.3,144,500,2395,9,4.8,118,92,733,24,24.2,18.8,-119.35,32,273,475,57.5,2713,8,1.7,20,4.2,57,6.2,4.6,10.8,169.6,63.8,40,224,5.3,3.8,7.8,1,1,-95.42,5,500,2395,9,91,4.8,149.7,26,-18.14,4,43,375,0,27,8.7,49,1059,0,41,21.6,6834,31,5,4,15,12,12,10,2,2,34,28,17,17,83,3887,71,0,46.8,32,9,8,18,1,17,17,28,34,1,211,13.2,17,186,1049,24.2,18.8,5.6,27.4,1.09,25,425,5704,973,5.9,13,6,301,279,464,3533,29,7,7.2,176,482,2171,11,4.5,106,81,670,19,40.4,6.2,-112.39,12,279,464,60.1,3533,29,6.3,7,1.5,8,8.5,13.2,220.8,99.9,27,161,7.2,7.7,5.5,-135.65,27,482,2171,11,4.5,135.7,16.17,29,27,362,2,13.4,27,690,0,25.6,2,38,32,47,47,74,1,11,29,47,47,32,38,425,26.6,5,178,1011,40.4,6.2,5.7,31.9,2.11
0.438,-29,-1.8,-0.8,-2.6,-5.5,2.9,27,4984,981,5.1,26,13,288,293,504,3182,13,13,5.9,158,440,1802,15,4.1,93,82,724,37,27.4,12.9,-38.78,26,293,504,58.1,3182,13,2.6,13,2.6,80,6.8,6.2,11.7,198.9,76.7,37,243,5.9,5.3,6.8,1,1,2,17,440,1802,15,65,4.1,112.6,25,-38.29,26,31,346,1,72,11.2,40,1082,1,96,27.1,6668,30,3,3,9,9,13,9,5,2,30,23,29,29,76,3779,67,0,49.7,27,15,13,31,2,29,29,23,30,0,288,18,16,186,1011,27.4,12.9,5.4,26.8,1.42,7,317,5708,1073,5.3,16,6,320,353,600,3974,18,10,6.2,215,431,1734,10,4,79,121,1045,26,32.2,8.2,-21.88,27,353,600,58.8,3974,18,3,10,1.7,7,6.9,11.9,248.4,83.4,42,242,6.2,6,6.5,-63.71,13,431,1734,10,4,108.4,28.28,9,43,484,1,11.3,35,868,1,24.8,3,40,31,30,30,86,6,10,18,30,30,31,40,317,19.8,13,183,1113,32.2,8.2,6.1,31.2,1.58
0.625,31,1.9,1.4,3.4,1.6,1.8,14,5385,1001,5.4,23,11,306,300,483,2751,18,12,5.3,163,486,2634,16,5.4,113,90,830,30,37.9,12.6,34.14,31,300,483,62.1,2751,18,3.7,12,2.5,65,6.1,5.7,9.8,171.9,81.2,32,184,5.3,5,6.2,1,2,24.46,2,486,2634,16,82,5.4,164.6,21,12.36,19,32,287,1,77,9,44,1171,1,105,26.6,7027,17,10,10,9,8,9,7,10,10,38,35,36,36,72,3237,59,0,45,14,16,18,39,3,36,36,35,38,0,379,23.7,24,182,1039,37.9,12.6,5.7,29.5,1.88,15,348,5600,1083,5.2,22,12,345,391,612,3908,28,10,6,229,427,1692,10,4,82,111,949,34,33.7,11.8,-52.32,24,391,612,63.9,3908,28,4.6,10,1.6,6.8,7,10.7,244.3,92.3,44,284,6,6.1,6.7,-110.94,11,427,1692,10,4,105.8,48.68,14,41,341,0,8.3,33,795,0,24.1,16,30,25,35,33,76,19,10,28,33,35,25,30,348,21.8,16,187,1113,33.7,11.8,6,30,1.82
0.75,226,14.1,-1.4,12.8,12.2,0.5,1,6846,1191,5.7,16,7,444,402,641,4662,34,9,7,256,523,2184,25,4.2,151,97,840,37,48.1,8.1,253.91,4,402,641,62.7,4662,34,5.3,9,1.4,83,7.6,8,12,291.4,97.7,27,182,7,7.4,4,1,2,235.67,7,523,2184,25,47,4.2,136.5,14,23.03,14,42,506,1,68,12,38,807,1,104,21.2,8415,3,8,8,12,10,13,9,2,2,35,29,66,66,61,2585,62,1,42.4,1,25,34,67,1,66,66,29,35,1,557,34.8,20,185,1226,48.1,8.1,6.6,37,2.74,9,331,5972,1046,5.7,41,21,340,369,594,4342,27,20,6.9,207,415,1630,10,3.9,100,101,932,33,30.1,20.4,-21.24,29,369,594,62.1,4342,27,4.5,20,3.4,7.7,7.1,12.3,271.4,86.9,37,213,6.9,6.3,5.9,-80.65,9,415,1630,10,3.9,101.9,56.92,19,23,154,0,6.7,60,1229,0,20.5,30,25,21,38,38,67,32,10,27,38,38,21,25,331,20.7,29,196,1071,30.1,20.4,5.5,30.3,1.68
0.438,7,0.4,1,1.4,6.5,-5.1,3,6574,1067,6.2,24,5,352,423,671,4997,43,19,7.2,267,370,1577,10,4.3,64,104,911,21,37.4,12.1,142.9,1,423,671,63,4997,43,6.4,19,2.8,80,7.7,7.7,12.3,312.3,96.4,26,190,7.2,7.2,3.7,1,2,157.98,25,370,1577,10,56,4.3,98.6,13,-7.95,18,25,190,0,37,7.6,51,1266,0,75,24.8,8222,9,9,9,6,4,3,2,4,3,22,18,57,57,74,3707,70,0,50.1,3,10,43,58,1,57,57,18,22,0,461,28.8,12,190,1089,37.4,12.1,5.7,34.7,2.24,31,454,7042,1089,6.5,26,11,380,370,602,4681,31,15,7.4,236,457,2361,18,5.2,116,102,835,28,39.6,13,-124.99,31,370,602,61.5,4681,31,5.1,15,2.5,8.1,8,13.2,292.6,93.8,30,194,7.4,7.3,4.7,-131.01,32,457,2361,18,5.2,147.6,-0.24,16,31,391,0,12.6,42,1049,1,25,23,33,27,53,53,63,30,18,31,53,53,27,33,454,28.4,23,192,1122,39.6,13,5.8,36.6,2.21
0.563,85,5.3,0.9,6.2,4,2.2,6,5687,968,5.9,21,6,327,323,539,3825,26,15,6.8,187,409,1862,18,4.6,103,72,578,37,43.8,11.9,103.44,12,323,539,59.9,3825,26,4.8,15,2.8,80,7.4,7.1,12.3,239.1,87.2,20,142,6.8,6.6,3.6,3,3,101.32,14,409,1862,18,52,4.6,116.4,13,3.39,12,20,144,0,18,7.2,63,1648,1,97,26.2,7727,22,11,11,16,14,9,7,3,1,39,33,46,46,58,2757,68,0,47.5,6,18,26,47,1,46,46,33,39,0,429,26.8,29,176,1007,43.8,11.9,5.7,32.3,2.31,13,344,6134,1016,6,35,14,317,341,534,4068,26,21,7.2,196,449,2066,9,4.6,104,102,900,17,35.4,17.1,-46.92,28,341,534,63.9,4068,26,4.9,21,3.9,8.1,7.3,12.6,254.3,88.7,33,231,7.2,6.4,5.8,-56.43,25,449,2066,9,4.6,129.1,3.04,21,38,353,0,9.3,70,1662,0,23.7,11,30,26,38,38,54,27,9,26,38,38,26,30,344,21.5,2,175,1046,35.4,17.1,6,35.1,1.89
0.375,-94,-5.9,0,-5.9,-5.1,-0.9,28,4787,1034,4.6,37,18,299,272,493,2891,14,19,5.4,162,494,1896,12,3.8,102,83,708,35,24.2,17.5,-93.73,30,272,493,55.2,2891,14,2.8,19,3.9,66,6.4,5.3,11.7,180.7,68.3,47,287,5.4,4.3,8.7,2,2,-65.56,12,494,1896,12,61,3.8,118.5,32,-18.59,22,23,238,1,68,10.3,50,1308,1,100,26.2,6688,23,8,7,8,6,7,5,4,3,27,21,30,30,86,3848,61,2,44.7,28,12,14,31,1,30,30,21,27,1,281,17.6,7,194,1061,24.2,17.5,5.5,24.6,1.26,20,375,5174,1019,5.1,23,12,293,266,494,3036,20,11,5.8,161,495,2138,17,4.3,96,109,805,36,30.6,11.4,8.59,2,266,494,53.8,3036,20,4,11,2.2,6.5,6.3,12.1,189.8,78.2,30,170,5.8,5.6,5.7,-26.39,26,495,2138,17,4.3,133.6,32.12,10,31,375,1,12.1,54,1184,1,21.9,12,31,22,43,43,89,5,17,20,43,43,22,31,375,23.4,26,193,1050,30.6,11.4,5.4,26.8,1.68
0.25,-153,-9.6,-1.3,-10.8,-4.6,-6.2,26,5504,1032,5.3,26,10,300,376,629,4084,24,16,6.2,200,376,1420,4,3.8,72,108,939,28,31.4,12.8,-40.18,8,376,629,59.8,4084,24,3.8,16,2.5,64,6.8,6.4,11.4,255.3,82.4,27,208,6.2,5.9,4.1,2,2,33.99,28,376,1420,4,64,3.8,88.8,22,-69.74,17,34,173,0,47,5.1,42,935,0,51,22.3,6771,25,9,9,10,10,5,5,9,6,34,31,25,25,82,3826,68,1,46.7,26,4,24,28,3,25,25,31,34,0,290,18.1,15,188,1066,31.4,12.8,5.7,29,1.54,28,443,5672,995,5.7,19,8,304,347,526,3775,28,11,6.9,180,444,1897,18,4.3,95,101,925,29,41.2,9.1,-98.96,20,347,526,66,3775,28,5.3,11,2.1,7.5,7.7,11.4,235.9,97.5,25,185,6.9,7,4.5,-108.43,18,444,1897,18,4.3,118.6,7.9,15,45,450,0,10,30,868,2,28.9,8,37,31,50,50,69,7,18,28,50,50,31,37,443,27.7,18,187,1033,41.2,9.1,5.5,30.3,2.22
0.25,-164,-10.3,1.4,-8.9,-5.3,-3.6,29,5665,1079,5.3,37,22,332,367,618,3791,18,15,5.7,190,413,1874,10,4.5,111,98,813,31,29.9,17.9,-50.97,13,367,618,59.4,3791,18,2.9,15,2.4,77,6.6,6.1,11.1,236.9,78.6,48,284,5.7,5.2,7.2,4,4,-0.36,13,413,1874,10,65,4.5,117.1,37,-50.24,7,30,310,1,98,10.3,60,1259,0,44,21,7463,32,9,8,9,8,12,11,1,,31,27,26,25,72,3336,66,1,46.3,29,10,18,29,3,25,26,27,31,0,280,17.5,21,184,1110,29.9,17.9,6,30.4,1.51,30,444,5491,994,5.5,13,5,317,292,485,3470,33,8,6.7,178,479,2021,11,4.2,108,118,996,31,39,6.6,-87.34,9,292,485,60.2,3470,33,6.8,8,1.6,7.6,8.2,12.6,216.9,99.6,30,198,6.7,7.3,5.8,-122.32,23,479,2021,11,4.2,126.3,25.8,26,40,542,1,13.6,41,1012,0,24.7,1,29,27,52,51,78,4,11,33,51,52,27,29,444,27.8,10,182,1023,39,6.6,5.6,30,2.14
0.5,22,1.4,-2,-0.7,-2.8,2.1,22,5324,1023,5.2,30,16,307,354,574,3787,27,14,6.2,202,412,1537,8,3.7,80,92,938,25,33.9,15.6,1.4,14,354,574,61.7,3787,27,4.7,14,2.4,82,7,6.8,11.3,236.7,88.1,37,225,6.2,6.1,6.1,3,4,65.43,26,412,1537,8,34,3.7,96.1,33,-58.31,11,41,300,0,63,7.3,43,1086,0,68,25.3,6946,20,8,7,8,8,12,12,3,1,31,28,34,34,79,3400,79,1,43,22,8,27,36,2,34,34,28,31,0,336,21,19,186,1054,33.9,15.6,5.7,28.6,1.77,6,314,4413,951,4.6,20,10,273,299,523,2963,19,10,5.3,169,391,1450,9,3.7,78,100,882,26,30.8,10.4,37.01,1,299,523,57.2,2963,19,3.6,10,1.9,6,5.9,10.6,185.2,79,37,196,5.3,5.2,6.6,-12.79,2,391,1450,9,3.7,90.6,37.13,22,30,306,1,10.2,46,1103,0,24,13,33,28,31,30,88,11,9,19,30,31,28,33,314,19.6,9,182,984,30.8,10.4,5.4,24.2,1.54
0.438,0,0,-2.3,-2.3,-2,-0.4,20,4756,988,4.8,26,11,293,338,528,3295,26,15,5.7,184,411,1461,4,3.6,81,103,796,28,30.6,13.9,-37.96,24,338,528,64,3295,26,4.9,15,2.8,80,6.8,6.5,10.7,205.9,88.5,49,311,5.7,5.4,8.5,0,0,20.85,27,411,1461,4,52,3.6,91.3,24,-48.67,23,33,320,1,63,9.7,40,957,1,99,23.9,6342,12,8,8,6,6,7,7,4,2,27,25,39,39,84,3914,66,3,46.6,20,4,26,39,0,39,39,25,27,1,350,21.9,27,180,1015,30.6,13.9,5.6,26.4,1.58,16,350,5223,1012,5.2,28,14,316,347,568,3681,28,14,6.1,201,406,1542,10,3.8,85,102,798,30,31.3,13.7,7.02,18,347,568,61.1,3681,28,4.9,14,2.5,6.9,6.8,11.3,230.1,87.9,38,244,6.1,6,6.3,-53.69,6,406,1542,10,3.8,96.4,56.26,11,40,362,0,9.1,45,1017,0,22.6,20,21,19,39,39,80,13,10,28,39,39,19,21,350,21.9,11,182,1033,31.3,13.7,5.7,28.3,1.77
0.719,124,7.8,2.5,10.2,3.5,6.7,11,5789,969,6,16,8,322,289,436,3298,23,8,6.9,172,492,2491,17,5.1,128,109,960,22,39.3,7.9,147.79,23,289,436,66.3,3298,23,5.3,8,1.8,57,8.1,8.4,12.3,206.1,101.2,41,253,6.9,7.1,8.6,2,2,100.46,4,492,2491,17,50,5.1,155.7,26,55.54,10,36,378,0,38,10.5,49,1216,0,94,24.8,7774,10,9,8,13,11,13,7,6,2,42,29,44,44,67,3226,66,0,48.1,11,17,23,44,0,44,44,29,42,1,397,24.8,28,178,1011,39.3,7.9,5.7,32.5,2.1,2,273,4710,1012,4.7,25,11,284,337,567,3203,19,14,5.3,178,407,1507,7,3.7,72,93,758,34,26.7,12.8,25.05,4,337,567,59.4,3203,19,3.4,14,2.5,6.1,5.7,10.3,200.2,78,38,270,5.3,4.9,6.3,-34.6,4,407,1507,7,3.7,94.2,56.1,23,36,249,1,6.9,48,1289,0,26.9,24,27,22,27,27,79,22,7,19,27,27,22,27,273,17.1,7,180,1039,26.7,12.8,5.8,26.2,1.38
0.688,167,10.4,1.8,12.2,4.5,7.7,9,5610,974,5.8,18,8,311,259,405,3031,27,10,6.9,153,536,2579,16,4.8,129,110,890,29,39.4,10,129.06,27,259,405,64,3031,27,6.7,10,2.5,67,8,8.2,12.5,189.4,100.6,33,203,6.9,7.1,7.5,4,5,129.26,3,536,2579,16,77,4.8,161.2,16,14.14,24,42,355,0,52,8.5,29,787,1,98,27.1,6985,26,7,7,10,10,5,5,4,1,27,24,48,46,65,2963,73,0,45.6,9,16,27,49,0,46,48,24,27,0,412,25.8,32,170,1001,39.4,10,5.9,32.9,2.19,1,245,4899,968,5.1,31,13,295,327,564,3250,15,18,5.4,186,368,1649,8,4.5,80,102,902,29,27.2,16,27.33,6,327,564,58,3250,15,2.7,18,3.2,6.2,5.3,10.7,203.1,71.8,36,247,5.4,4.6,6,17.48,10,368,1649,8,4.5,103.1,-1.97,8,29,252,0,8.7,50,1147,0,22.9,7,25,23,24,24,78,24,8,15,24,24,23,25,245,15.3,1,169,993,27.2,16,5.9,29,1.36
0.469,-49,-3.1,3.4,0.4,-2.1,2.4,25,5264,1002,5.3,22,8,287,332,557,3550,22,14,6,189,410,1714,5,4.2,79,130,978,19,27.5,11,-27.88,18,332,557,59.6,3550,22,3.9,14,2.5,80,6.8,6.5,11.4,221.9,82.7,35,233,6,5.7,5.9,4,3,19.1,19,410,1714,5,53,4.2,107.1,24,-38.58,20,37,245,0,23,6.6,38,799,0,48,21,6546,27,4,4,6,4,7,7,13,7,31,23,26,26,82,3756,68,0,45.8,25,5,22,32,6,26,26,23,31,1,299,18.7,23,182,1033,27.5,11,5.7,28.9,1.42,14,348,5482,1041,5.3,21,4,327,362,547,3602,16,17,6,197,442,1880,18,4.3,107,90,758,23,34.6,10.8,-1.27,15,362,547,66.2,3602,16,2.9,17,3.1,7.2,6.4,10.8,225.1,83.9,52,325,6,5.3,8.7,-10.28,15,442,1880,18,4.3,117.5,9.58,13,41,402,0,9.8,30,730,0,24.3,5,37,30,36,36,73,8,18,16,36,36,30,37,348,21.8,14,185,1078,34.6,10.8,5.8,29.6,1.77
0.438,-5,-0.3,0.3,0,1.3,-1.3,13,5820,1008,5.8,23,6,301,311,566,3983,27,17,6.7,188,416,1837,13,4.4,89,101,819,24,35.2,10.9,37.78,10,311,566,54.9,3983,27,4.8,17,3,95,7.3,6.9,13.3,248.9,81.8,26,161,6.7,6.3,4.4,1,1,47.58,15,416,1837,13,70,4.4,114.8,16,-4.23,30,36,324,0,39,9,31,630,0,55,20.3,6928,16,7,7,4,3,13,12,9,6,33,28,39,39,77,3440,64,1,44.7,13,13,27,44,4,39,39,28,33,0,389,24.3,9,193,1041,35.2,10.9,5.4,30.1,1.89,23,394,6078,1031,5.9,26,8,329,410,627,4758,30,18,7.3,226,377,1320,13,3.5,75,103,851,28,32.8,12.5,-58.96,32,410,627,65.4,4758,30,4.8,18,2.9,7.9,7.6,12.1,297.4,93.5,27,193,7.3,7,4.1,-112.61,1,377,1320,13,3.5,82.5,53.31,3,40,440,0,11,27,680,0,25.2,17,28,19,45,45,79,20,13,30,45,45,19,28,394,24.6,24,192,1059,32.8,12.5,5.5,31.6,1.9
0.375,-141,-8.8,-1.2,-10,-2.6,-7.4,23,5010,957,5.2,28,12,260,318,540,3323,17,16,5.7,166,378,1687,10,4.5,70,106,847,24,27.7,14.9,-70.69,22,318,540,58.9,3323,17,3.1,16,3,71,6.6,5.9,11.2,207.7,76.9,39,254,5.7,5.1,6.7,2,3,-34.38,21,378,1687,10,94,4.5,105.4,21,-28.56,2,31,475,3,81,15.3,63,1489,1,105,23.6,7300,15,6,6,13,13,10,5,2,1,31,25,35,35,83,3855,71,2,46.4,23,10,17,36,1,35,35,25,31,1,330,20.6,14,188,988,27.7,14.9,5.3,26.6,1.4,32,471,5999,1086,5.5,24,5,358,374,564,3964,31,19,6.6,210,483,2035,16,4.2,122,86,717,26,39.8,12.6,-57.49,26,374,564,66.3,3964,31,5.5,19,3.4,7.5,7,11.2,247.8,92.7,39,241,6.6,6.2,6.5,-61.42,24,483,2035,16,4.2,127.2,2.24,31,39,405,0,10.4,33,860,1,26.1,18,31,29,52,52,70,10,16,31,52,52,29,31,471,29.4,22,191,1117,39.8,12.6,5.8,31.4,2.18
0.625,48,3,0.4,3.4,4.6,-1.2,4,6131,994,6.2,14,6,341,291,442,3422,24,8,7.2,171,519,2709,22,5.2,144,116,985,26,39.3,7.7,130.52,20,291,442,65.8,3422,24,5.4,8,1.8,88,8.3,8.6,12.6,213.9,102.1,33,244,7.2,7.5,6.9,4,3,94.01,1,519,2709,22,76,5.2,169.3,26,49.66,21,36,335,0,64,9.3,38,892,0,55,23.5,7660,11,4,4,8,5,15,14,3,1,30,24,51,50,70,2984,61,2,42.6,4,22,24,52,1,50,51,24,30,0,436,27.3,22,183,1024,39.3,7.7,5.6,33.6,2.23,22,388,6043,1031,5.9,31,10,340,393,636,4511,31,21,6.8,223,363,1532,11,4.2,89,100,811,28,38.3,16.9,-72.09,30,393,636,61.8,4511,31,4.9,21,3.3,7.4,6.9,12,281.9,87,32,209,6.8,6.3,4.8,-90.01,5,363,1532,11,4.2,95.8,10.15,12,39,320,0,8.2,55,1264,0,23,22,30,28,36,36,65,29,11,31,36,36,28,30,388,24.3,12,183,1061,38.3,16.9,5.8,32.9,2.07
